Reference,ep-headnote,ep-headnote-language,ep-catchword,ep-catchword-language,Case Code,Country,Appeal Number,Year
D820005EP1,"[EN] 1. In matters connected with examinations, the Disciplinary Board of Appeal is empowered, pursuant to Article 23(1) of the Regulation on the European Qualifying Examination for professional representatives before the EPO, to investigate whether the provisions of that Regulation are in conformity with higherranking law, particularly the EPC, and whether the appealed decision rests on an infringement of such law or of the provisions of the Regulation. Consequently, responsibility for the conduct of the examination lies with the Examination Board and under no circumstances with the Disciplinary Board of Appeal in the former's stead. 2. Since each Committee of the Examination Board is composed of several examiners, the mark for each examination paper is awarded by the Committee as a whole. It follows that neither the method of the arithmetic mean nor the ""method of harmonising marks"" is mandatory for the Committees. 3. The destruction by examiners of some of the examination papers on which the marks and any comments are entered is a serious contra- vention of the candidate's right to see the assessment by the Examination Board, which in certain cases can be so grave as to render the examination as a whole invalid. 4. The Disciplinary Board of Appeal has no power to refer questions to the Enlarged Board of Appeal.",EN,,None,D,EP,0005,1982
D820005FP1,"[FR] 1. La Chambre de recours statuant en matière disciplinaire sur des questions d'examen a compétence, conformément à l'article 23(1) du règlement relatif à l'examen européen, pour examiner si les dispositions dudit règlement ne vont pas à l'encontre de dispositions légales qui prévalent, notamment celles de la Convention sur le brevet européen (CBE), et si la décision incriminée ne repose pas sur une violation de ce texte ou du règlement relatif à l'examen. En conséquence, le jury d'examen est seul compétent pour la conduite de l'examen et la Chambre de recours statuant en matière disciplinaire ne saurait, en aucun cas, se substituer à lui. 2. Chacune des commissions d'examen constituée par le jury se composant de plusieurs membres, la note est, pour chaque épreuve, attribuée par l'ensemble des membres de la commission. Il s'ensuit que ni la méthode consistant à calculer la moyenne arithmétique, ni la méthode dite de l'""alignement des notes"" ne s'imposent aux commissions d'une manière impérative. 3. La destruction par les examinateurs d'une partie des copies du candidat sur lesquelles étaient portées les notes et d'éventuelles observations constitue une lourde atteinte au droit de ce candidat à la communication des notes attribuées par le jury d'examen; dans certains cas, la gravité de cette atteinte est telle qu'elle peut entraîner la nullité de l'ensemble de l'examen. 4. Il est exclu que la Chambre de recours statuant en matière disciplinaire puisse saisir la Grande Chambre de recours.",FR,,None,D,EP,0005,1982
D820006DP1,"[DE] 1. Im Rahmen von Beschwerdeverfahren gemäß Artikel 23 der ""Vorschriften über die europäische Eignungsprüfung für die beim EPA zugelassenen Vertreter""(VEP) sind die Verfahrensvorschriften der ""Vorschriften in Disziplinarangelegenheiten von zugelassenen Vertretern"" (VDV) anzuwenden, es sei denn, daß eine unmittelbare oder sinngemäße Anwendung nicht möglich ist. 2. Demnach findet auf einen Antrag auf Wiedereinsetzung in die Frist zur Einlegung einer Beschwerde nach Artikel 23 VEP die Vorschrift des Artikels 24(2) VDV und nicht unmittelbar Artikel 122 EPÜ Anwendung. Dies bedeutet, daß die Frist zur Stellung des Antrags auf Wiedereinsetzung nur einen Monat nach Wegfall des Hindernisses beträgt und eine Gebühr nicht zu entrichten ist. 3. Wegfall des Hindernisses i.S.v. Artikel 24(2) VDV (bzw. Art. 122(2) EPÜ) bedeutet in der Regel die Kenntnis der Fristversäumnis. 4. Ein Rechtsirrtum, insbesondere ein solcher über die Vorschriften betreffend Zustellung und Fristberechnung, rechtfertigt in aller Regel die Wiedereinsetzung nicht.",DE,,None,D,EP,0006,1982
D820006DX1,"[DE] 1. Im Rahmen von Beschwerdeverfahren gemäß Artikel 23 der ""Vorschriften über die europäische Eignungsprüfung für die beim EPA zugelassenen Vertreter""(VEP) sind die Verfahrensvorschriften der ""Vorschriften in Disziplinarangelegenheiten von zugelassenen Vertretern"" (VDV) anzuwenden, es sei denn, daß eine unmittelbare oder sinngemäße Anwendung nicht möglich ist. 2. Demnach findet auf einen Antrag auf Wiedereinsetzung in die Frist zur Einlegung einer Beschwerde nach Artikel 23 VEP die Vorschrift des Artikels 24(2) VDV und nicht unmittelbar Artikel 122 EPÜ Anwendung. Dies bedeutet, daß die Frist zur Stellung des Antrags auf Wiedereinsetzung nur einen Monat nach Wegfall des Hindernisses beträgt und eine Gebühr nicht zu entrichten ist. 3. Wegfall des Hindernisses i.S.v. Artikel 24(2) VDV (bzw. Art. 122(2) EPÜ) bedeutet in der Regel die Kenntnis der Fristversäumnis. 4. Ein Rechtsirrtum, insbesondere ein solcher über die Vorschriften betreffend Zustellung und Fristberechnung, rechtfertigt in aller Regel die Wiedereinsetzung nicht.",DE,,None,D,EP,0006,1982
D820006EP1,"[EN] 1. In appeal proceedings under Article 23 of the Regulations on the European Qualifying Examination for professional representatives before the European Patent Office (""the Examination Regulation""), the procedural provisions in the Regulation on discipline for professional representatives (""the Regulation on discipline"") are appliccable unless direct or analogous application is not possible. 2. Accordingly an application for re-establishment of rights in respect of the time limit for filing an appeal under Article 23 of the Examination Regulation is governed by Article 24(2) of the Regulation on discipline and not directly by Article 122 EPC. This means that the application for re-establishment of rights is to be filed within one month following the removal of the cause of non-compliance and that no fee is payable. 3. As a rule, awareness that a time limit has not been complied with constitutes removal of the cause of non-compliance within the meaning of Article 24(2) of the Regulation on discipline (or Article 122(2) EPC). 4. A mistake of law, particularly one regarding the provisions on notification and calculation of time limits, does not, as a general rule, constitute grounds for re-establishment of rights.",EN,,None,D,EP,0006,1982
D820006FP1,"[FR] 1. Sauf dans les cas où elles ne sont pas applicables directement ou ""mutatis mutandis"", les règles de procédure énoncées dans le règlement en matière de discipline des mandataires agréés (RDM) régissent également la procédure de recours prévue à l'article 23 du règlement relatif à l'examen européen de qualification des mandataires agréés près l'OEB (REE). 2. Il s'ensuit que l'article 24(2) du RDM - et non pas l'article 122 de la CBE - est directement applicable à une requête en restitutio in integrum quant au délai prévu à l'article 23 du RRE pour l'introduction d'un recours, ce qui a pour corolaire de ramener à un mois à compter de la cessation de l'empêchement le délai de présentation de la requête en restitutio in integrum et de supprimer l'obligation d'acquitter la taxe correspondante. 3. Au sens de l'article 24(2) du RDM (et de l'article 122(2) de la CBE), on entend par ""cessation de l'empêchement"" le fait que l'intéressé au eu connaissance de l'inobservation du délai. 4. Une erreur de droit, et notamment une erreur concernant les dispositions relatives à la signification et à la computation des délais ne justifie pas, en règle générale, la restitutio in integrum.",FR,,None,D,EP,0006,1982
D820007DP1,"[DE] 1. In Prüfungsangelegenheiten besteht die Befugnis der Disziplinarkammer gemäß Artikel 23(1) VEP darin, zu prüfen, ob die Vorschriften der VEP mit höherrangigem Recht, insbesondere mit dem EPÜ, in Übereinstimmung stehen, und ob die angefochtene Entscheidung auf einer Verletzung solchen Rechts oder der in der VEP gegebenen Vorschriften beruht. Folglich ist für die Durchführung der Prüfung die Prüfungskommission und in keinem Fall die Beschwerdekammer in Disziplinarangelegenheiten an ihrer Stelle zuständig. 2. Da die Prüfungskommission sich in jedem Ausschuß aus mehreren Prüfern zusammensetzt, wird die Note für jede Prüfungsarbeit von dem Ausschuß in seiner Gesamtheit vergeben. Daraus ergibt sich, daß weder die Methode der arithmetischen Mittelwertbildung noch die sogenannte Methode der Notenabgleichung für die Ausschüsse zwingend geboten ist. 3. Die Befassung der Großen Beschwerdekammer durch die Beschwerdekammer in Disziplinarangelegenheiten ist ausgeschlossen.",DE,,None,D,EP,0007,1982
D820007DX1,"[DE] 1. In Prüfungsangelegenheiten besteht die Befugnis der Disziplinarkammer gemäß Artikel 23(1) VEP darin, zu prüfen, ob die Vorschriften der VEP mit höherrangigem Recht, insbesondere mit dem EPÜ, in Übereinstimmung stehen, und ob die angefochtene Entscheidung auf einer Verletzung solchen Rechts oder der in der VEP gegebenen Vorschriften beruht. Folglich ist für die Durchführung der Prüfung die Prüfungskommission und in keinem Fall die Beschwerdekammer in Disziplinarangelegenheiten an ihrer Stelle zuständig. 2. Da die Prüfungskommission sich in jedem Ausschuß aus mehreren Prüfern zusammensetzt, wird die Note für jede Prüfungsarbeit von dem Ausschuß in seiner Gesamtheit vergeben. Daraus ergibt sich, daß weder die Methode der arithmetischen Mittelwertbildung noch die sogenannte Methode der Notenabgleichung für die Ausschüsse zwingend geboten ist. 3. Die Befassung der Großen Beschwerdekammer durch die Beschwerdekammer in Disziplinarangelegenheiten ist ausgeschlossen.",DE,,None,D,EP,0007,1982
D820007EP1,"[EN] 1. In matters connected with examinations, the Disciplinary Board of Appeal is empowered, pursuant to Article 23(1) of the Regulation on the European Qualifying Examination for professional representatives before the EPO to investigate whether the provisions of that Regulation are in conformity with higherranking law, particularly the EPC, and whether the appealed decision rests on an infringement of such law or of the provisions of the Regulation. Consequently, responsibility for the conduct of the examination lies with the Examination Board and under no circumstances with the Disciplinary Board of Appeal in the former's stead. 2. Since each Committee of the Examination Board is composed of several examiners, the mark for each examination paper is awarded by the Committee as a whole. It follows that neither the method of the arithmetic means nor the ""method of harmonising marks"" is mandatory for the Committees. 3. The Disciplinary Board of Appeal has no power to refer questions to the Enlarged Board of Appeal.",EN,,None,D,EP,0007,1982
D820007FP1,"[FR] 1. La Chambre de recours statuant en matière disciplinaire sur des question d'examen a compétence, conformément à l'article 23(1) du règlement relatif à l'examen européen, pour examiner si les dispositions dudit règlement ne vont pas à l'encontre de dispositions légales qui prévalent, notamment celles de la Convention sur le brevet européen (CBE), et si la décision incriminée ne repose pas sur une violation de ce texte ou du règlement relatif à l'examen. En conséquence, le jury d'examen est seul compétent pour la conduite de l'examen et la chambre de recours statuant en matière disciplinaire ne saurait en aucun cas se substituer à lui. 2. Chacune des commissions d'examen constituées par le jury se composant de plusieurs membres, la note est, pour chaque épreuve, attribuée par l'ensemble des membres de la commission. Il s'ensuit que ni la méthode constituant à calculer la moyenne arithmétique, ni la méthode dite de l'""alignement des notes"" ne s'imposent aux commissions d'une matière impérative. 3. Il est exclu que la Chambre de recours statuant en matière disciplinaire puisse saisir la Grande Chambre de recours.",FR,,None,D,EP,0007,1982
D820008DP1,"[DE] 1. Im Disziplinarverfahren hat der betroffene zugelassene Vertreter über die reine Auskunftspflicht gemäß Artikel 18 VDV hinaus eine allgemeine Mitwirkungspflicht, da das Verfahren auch seiner Rechtfertigung,d.h. der Wahrung oder Wiederherstellung seiner beruflichen Würde i.S.v.Artikel 1(1)VDV dient. 2. Der Disziplinarrat ist berechtigt, eine Angelegenheit dem Disziplinarausschuß zu übertragen, wenn der Betroffene seiner Mitwirkungspflicht nicht genügt und dadurch das Verfahren verzögert oder erschwert. Dem Disziplinarausschuß ist es vorbehalten zu bewerten, ob das Verhalten als Mißachtung des Disziplinarrats anzusehen und zu ahnden ist. 3. Die Wahrheitspflicht gemäß Artikel 1(1) Satz 2 VDV bezieht sich nicht nur auf die Berufsausübung, sondern auch auf Aussagen in einem Disziplinarverfahren.",DE,,None,D,EP,0008,1982
